HNum,Rh,Rm,RAs,Dd,Dm,Ds,Vmag,plx,plxe,BV,BVe,CNum,HD,BD
82186,16,47,24.9,2,9,39.4,7.71,17.48,1.12,0.49,0.013,,151465,B+ 2 3176
82190,16,47,28.3,1,27,23.9,8.57,11.08,1.15,0.577,0.018,16475+0127,151466,B+ 1 3304
82201,16,47,36.2,-33,41,58.3,7.79,12.93,1.01,0.451,0.015,,151240,
82205,16,47,38.5,-42,50,5.8,9.89,7.2,1.79,0.634,0.064,,326077,
82206,16,47,38.8,53,3,19.8,10.59,22.58,1.28,1.23,0.143,,,
82208,16,47,40.1,-52,58,2.2,8.94,8.07,1.27,0.497,0.021,,151053,
82211,16,47,44.1,-26,11,12.7,9.9,17.52,1.62,0.982,0.064,,151334,
82215,16,47,46.2,-29,56,22.2,8.9,7.05,1.32,0.569,0.024,,151312,
82227,16,47,53.4,-40,58,21.8,8.19,11.66,1.19,0.47,0.015,16479-4058,151211,
82233,16,48,1.7,-15,57,49.4,7.43,23.17,0.99,0.566,0.004,,151450,B-15 4392
82235,16,48,4.5,25,32,50.4,8.15,10.67,0.92,0.414,0.02,,151699,B+25 3137
82237,16,48,5.2,-53,4,29.3,8.38,7.23,1.07,0.502,0.015,,151117,
82244,16,48,12.6,-20,56,50.7,8.69,10.59,1.16,0.549,0.013,,151451,B-20 4561
82246,16,48,13.7,50,1,25.8,8.79,10.63,0.76,0.576,0.019,,151993,B+50 2333
82256,16,48,25.4,-72,58,29.3,11.36,62.66,2.1,1.6,0.015,,,
82260,16,48,28.3,-16,20,2,7.62,27.35,0.98,0.767,0.002,,151528,B-16 4350
82267,16,48,35.5,37,0,51.3,8.4,30.96,0.76,0.821,0.007,,151877,B+37 2804
82283,16,48,45.9,-15,44,18.2,10.89,55.09,2.22,1.468,0.009,,,
82284,16,48,49.4,-46,24,3.1,7.88,18.62,2.02,0.569,0.015,,151317,
82287,16,48,50,-31,54,25.1,9.21,6.27,1.54,0.655,0.046,,151469,
82305,16,49,0.9,34,4,18,7.96,10.52,0.72,0.466,0.015,,151936,B+34 2849
82330,16,49,22,-27,34,24.5,9.67,7.27,1.84,0.597,0.02,,151597,
82333,16,49,24.6,39,16,36.9,9.67,44.16,1.15,1.264,0.059,,,B+39 3048
82341,16,49,28.4,17,12,38.2,9.65,6.59,1.47,0.724,0.032,,,B+17 3101
82343,16,49,30.8,40,27,33.2,8.96,6.27,0.89,0.351,0.02,,152086,B+40 3065
82354,16,49,38.2,28,20,30.4,8.81,7.14,1.15,0.208,0.015,,151994,B+28 2616
82357,16,49,42.4,-65,4,32.9,10.33,36.9,1.97,1.33,0.015,,,
82359,16,49,44,28,23,6.3,7.82,13.26,0.92,0.457,0.011,,152013,B+28 2618
82370,16,49,53.3,-24,26,48,9.59,29.07,1.73,1.104,0.005,,151692,
82371,16,49,53.5,35,32,11.7,9.48,8.17,1.04,0.705,0.029,,,B+35 2873
82374,16,49,58.5,-13,4,46.5,9.57,14.51,1.47,0.661,0.037,,151785,B-12 4597
82383,16,50,3.4,-43,38,21.9,10.23,22.91,2.02,1.22,0.004,,326260,
82389,16,50,5.3,18,54,2.1,8.85,37.36,1.21,1.02,0,,151995,B+19 3174
82393,16,50,8.2,-18,7,46.4,9.84,7.14,1.5,0.634,0.015,,,B-17 4641
82408,16,50,26.5,47,44,19.1,9.49,32.89,0.94,1.18,0.015,,,B+47 2391
82409,16,50,28.8,-11,18,55.6,9.46,12.62,1.85,0.526,0.047,,151854,B-11 4218
82416,16,50,33.2,-71,9,58.6,9.25,16.17,2.7,0.782,0.133,16506-7110,150981,
82432,16,50,48.2,37,20,46.6,8.9,5.8,0.86,0.504,0.02,,,B+37 2810
82433,16,50,48.3,-19,3,5.1,9.98,7.94,1.65,0.707,0.015,,,B-18 4334
82434,16,50,48.9,-43,47,9.3,10.06,27.76,2.06,1.094,0.007,,326267,
82440,16,50,54.3,38,9,0.8,9.2,32.82,0.81,1.093,0.031,,,B+38 2847
82448,16,50,57.5,-8,36,17.9,8.81,11.28,1.94,0.76,0.155,16510-0836,151961,B- 8 4331
82466,16,51,10.7,-75,38,2.4,8.78,9.09,0.95,0.564,0.013,,150761,
82470,16,51,13.9,44,9,39.4,8.07,15.29,0.72,0.512,0.012,,152425,B+44 2619
82471,16,51,15.2,34,17,20.8,8.03,13.68,0.73,0.644,0.015,,152305,B+34 2860
82490,16,51,32.7,-55,17,59.6,9.16,7.47,1.18,0.56,0.023,16515-5518,151611,
82492,16,51,33.3,-29,24,34.3,8.28,8.71,1.24,0.588,0.015,,151928,
82500,16,51,39.4,-50,2,50.2,10,10.66,2.24,0.669,0.071,,,
82522,16,51,58.3,70,33,35.7,10.5,18.87,1.34,1.05,0.02,,,
82525,16,52,4.5,-14,48,10.6,7.73,11.82,0.99,0.471,0.003,,152128,B-14 4492
82529,16,52,10.1,38,56,16.1,9.26,9.16,0.93,0.453,0.028,,,B+39 3055
82540,16,52,17.8,15,38,56.3,9.13,17.46,1.19,0.7,0.015,,,B+15 3068
82542,16,52,18.6,42,27,0.7,8.4,7.85,0.72,0.469,0.015,,152579,B+42 2758
82552,16,52,25.2,63,9,0.6,8.68,8.77,0.67,0.476,0.019,,152970,B+63 1310
82553,16,52,26.6,-74,49,46.4,7.61,17.39,0.81,0.473,0.007,,151021,
82559,16,52,31.8,49,23,23.1,9.93,13.75,1.11,0.838,0.044,,,B+49 2560
82563,16,52,34.4,10,26,38.9,9.1,8.19,1.31,0.525,0.032,,152362,B+10 3086
82567,16,52,40.7,-48,30,8.8,8.73,5.97,1.01,0.595,0.018,,151913,
82568,16,52,41.1,18,3,43.9,6.81,20.95,0.79,0.529,0.006,,152446,B+18 3261
82573,16,52,48.2,49,51,5.6,9.2,14.12,0.87,0.714,0.027,,152774,B+50 2340
82599,16,53,8.2,-51,43,3.7,8.92,17.56,1.43,0.6,0.001,,151933,
82609,16,53,17,22,40,38.9,8.48,9.79,1.81,0.6,0.495,16533+2241,,B+22 3032
82610,16,53,17,22,43,16.1,8.43,9.42,1.1,0.494,0.012,,,B+22 3033
82613,16,53,19.4,-44,18,3.8,8.67,16.6,1.74,0.586,0.025,,152097,
82626,16,53,26.3,-7,27,21.2,7.97,10.46,1.04,0.525,0.011,,152392,B- 7 4369
82629,16,53,29.1,-1,7,49.5,7.84,14.98,1.16,0.544,0.015,,152449,B- 0 3197
82632,16,53,29.8,-46,19,57.8,9.18,11.74,1.42,0.711,0.025,,152079,
82637,16,53,33.6,-51,16,18.9,9.02,10.31,1.51,0.466,0.03,,152023,
82644,16,53,36.2,41,38,28.3,8.69,19.29,0.8,0.663,0.017,,152793,B+41 2767
82661,16,53,50.2,-52,4,43.7,9.36,13.52,1.39,0.676,0.041,,152043,
82679,16,54,3.1,61,38,47.4,8.18,11.17,0.64,0.676,0.015,,153205,B+61 1619
82682,16,54,4.1,-30,7,22.9,9.64,7.91,1.63,0.509,0.02,,152347,
82694,16,54,12.3,11,54,50.1,10.75,52.43,1.97,1.405,0.013,,,
82697,16,54,14.9,-28,6,53.4,9.23,12.94,1.5,0.661,0.037,,152400,
82700,16,54,17.9,35,7,41.5,7.95,10.21,0.73,0.342,0.011,,152814,B+35 2882
82701,16,54,17.9,-14,21,5.6,8.93,7.8,1.22,0.635,0.022,,152499,B-14 4498
82708,16,54,20.7,-25,49,45.4,7.21,15.27,1.16,0.538,0.015,,152429,
82712,16,54,24.7,18,44,36.6,8.52,25.33,1.17,0.706,0.015,,,B+18 3265
82713,16,54,25.9,27,9,5.1,9.88,12.24,1.53,0.724,0.037,,,B+27 2709
82721,16,54,30.6,19,5,59.4,9.24,5.19,1.39,0.537,0.023,,152762,B+19 3186
82722,16,54,30.8,-14,34,58.4,9.66,25.17,1.38,1.027,0.002,,152533,B-14 4499
82732,16,54,36.4,-31,20,4.6,8.3,14.8,1.3,0.639,0.019,,152432,
82738,16,54,40.4,-32,11,24.3,7.68,18.04,1.05,0.544,0.015,,152433,
82739,16,54,40.6,-35,13,29,11.78,30.54,3.47,1.457,0.013,,,
82742,16,54,42.7,-29,19,39.8,9.55,6.89,1.61,0.527,0.02,,152471,
82753,16,54,48.8,16,24,19.7,8.63,13.89,1.05,0.656,0.014,,152775,B+16 3064
82757,16,54,50.3,16,18,47.2,8.38,11.6,1.04,0.716,0.012,,152776,B+16 3065
82793,16,55,10.6,-73,6,54.7,8.34,9.46,0.87,0.583,0.015,,151587,
82820,16,55,31.4,-65,15,19.4,11.55,25.68,2.78,1.699,0.218,,,
82830,16,55,35.4,23,51,17.2,10.83,11.09,2.32,0.8,0.106,,,B+24 3085
82834,16,55,37.9,-32,4,0.8,9.58,53.54,1.69,1.378,0.005,,152606,
82835,16,55,40.3,-8,56,37.2,10,17.51,1.74,0.9,0.015,,152780,B- 8 4354
82836,16,55,41,47,35,29.1,8.53,11.11,0.84,0.519,0.017,,153206,B+47 2406
82842,16,55,46.4,-12,33,45.3,10.33,8,1.98,0.639,0.02,,,B-12 4617
82844,16,55,48.3,47,39,24.9,10.76,24.29,1.52,1.567,0.197,,,
82851,16,55,55,-62,28,8.9,9.4,24.92,1.51,0.954,0.002,,,
82853,16,55,57.2,-83,13,5.6,8.99,14.6,0.91,0.674,0.017,,150027,
82854,16,55,57.2,-4,51,17.7,9.23,9.77,1.38,0.548,0.015,,152833,B- 4 4203
82886,16,56,18.7,74,16,58.2,7.09,20.2,0.54,0.493,0.009,16563+7417,154181,B+74 695
82887,16,56,19,69,0,31.2,9.53,15.62,0.86,0.853,0.039,,,B+69 880
82897,16,56,25,-50,34,57.1,10.11,11.35,1.88,0.616,0.098,,,
82901,16,56,27.9,0,17,1.9,10.8,8.75,2.6,0.789,0.117,,,B- 0 3204
82914,16,56,38.9,-54,18,35.6,9.36,6.04,1.47,0.59,0.031,,152508,
82921,16,56,44.5,-10,57,5,9.04,9.98,1.44,0.638,0.02,,152907,B-10 4413
82935,16,56,53.6,-2,2,55.4,8.26,13.54,1.14,0.544,0.015,,152986,B- 1 3271
82938,16,56,55.4,33,43,7.2,9.23,4.97,1.09,0.49,0.026,,,B+33 2804
82950,16,57,2.7,-59,16,44.7,9.3,12.06,1.58,0.647,0.027,,152479,
82954,16,57,6,-64,11,19.6,8.01,21.92,1.02,0.613,0.009,,152322,
82956,16,57,8.1,-17,49,8.9,8.17,19.08,1.2,0.651,0.006,,152931,B-17 4667
82957,16,57,10.1,50,59,36.7,9.64,6.56,0.98,0.508,0.036,,234372,B+51 2157
82964,16,57,13.6,71,27,46.9,8.14,19.75,0.68,0.618,0.01,,154159,B+71 817
82966,16,57,15.8,59,30,29.4,8.55,8.61,0.77,0.428,0.018,,153681,B+59 1772
82973,16,57,20.7,40,20,31.3,9.24,8.65,1,0.537,0.032,,,B+40 3080
82976,16,57,22.4,-51,53,16.8,9.8,14.58,3.33,0.609,0.02,16574-5153,,
82978,16,57,25.3,53,52,57.4,9.63,4.74,0.89,0.486,0.037,,,B+54 1851
82986,16,57,30.2,-22,38,36.9,9.77,6.51,1.74,0.566,0.049,,152956,B-22 4251
82993,16,57,35.8,80,15,23.5,9.78,5.46,0.84,0.436,0.042,,,B+80 535
82998,16,57,38.1,60,27,20.3,9.61,5.04,1.36,0.644,0.038,16576+6027,,B+60 1722
83001,16,57,40.2,-45,20,49.1,8.77,14.6,1.44,0.59,0.015,,152798,
83004,16,57,41.8,19,59,33.3,9.14,5.08,1.46,0.544,0.024,,153289,B+20 3358
83010,16,57,46,13,17,29.2,10.66,26.23,3.3,1.354,0.015,16578+1317,,
83016,16,57,51.1,-11,57,43,9.88,10.11,2.08,0.695,0.041,,153099,B-11 4247
83017,16,57,52,-24,55,6.8,8.89,15.21,1.79,0.67,0.032,,152987,
83019,16,57,53.1,41,38,27,9.84,4.18,1.16,0.581,0.043,,,B+41 2773
83024,16,57,58.4,31,0,30.7,8.85,7.8,1.83,0.703,0.02,16580+3101,,B+31 2936
83027,16,58,0.4,2,20,31,9.87,10.48,1.75,0.6,0.02,,153227,B+ 2 3212
83032,16,58,2.3,-12,5,3,7.85,11.63,1.2,0.515,0.013,,153134,B-11 4249
83043,16,58,8.9,25,44,43.4,9.7,96.9,1.48,1.522,0.038,,,B+25 3173
83056,16,58,17,21,40,21.7,9.9,9.64,1.86,0.701,0.039,,,
83058,16,58,18.9,-4,20,36.4,8.33,13.15,1.27,0.533,0.015,,153240,B- 4 4206
83064,16,58,22.8,39,42,36.8,8.09,8.43,0.8,0.583,0.015,,153527,B+39 3062
83069,16,58,25.2,48,0,2.8,8.04,15.25,0.73,0.553,0.015,,153668,B+48 2462
83075,16,58,31.7,30,35,8.7,8.5,6.67,0.97,0.504,0.017,,153452,B+30 2911
83077,16,58,33.4,-9,43,34,8.77,8.37,1.35,0.465,0.021,,153241,B- 9 4472
83083,16,58,37.9,15,27,14.5,6.89,18.72,0.83,0.646,0.006,,153376,B+15 3089
83101,16,58,53.8,-39,33,32.7,8.33,52.3,2.05,1.181,0.045,16589-3934,153026,
83107,16,58,58,-15,48,42.7,8.21,17.74,1.04,0.614,0.01,,153276,B-15 4420
83108,16,58,58.3,17,32,12.1,8.47,8.05,1.06,0.443,0.011,,153455,B+17 3135
83120,16,59,10,6,36,14.6,9.3,21.49,1.42,0.978,0.051,,153402,B+ 6 3327
83122,16,59,11.2,-46,57,1.4,9.12,9.61,1.24,0.567,0.026,,152993,
83142,16,59,25.7,-28,51,42.2,9.98,5.65,1.61,0.773,0.076,,153257,
83145,16,59,30.5,-5,49,36.3,9.23,8.92,1.36,0.649,0.015,,153392,B- 5 4390
83146,16,59,31.5,-7,57,20,8.06,12.09,1.07,0.657,0.014,,153378,B- 7 4383
83163,16,59,44.3,-18,14,52.8,6.63,19.73,0.8,0.569,0.004,,153361,B-18 4372
83174,16,59,54.7,-59,19,46,7.18,20.9,0.92,0.47,0,16599-5920,152923,
83177,16,59,59.7,-31,35,36.1,8.89,14.71,1.48,0.645,0.096,,153320,
83179,17,0,0.6,-22,8,55.8,9.82,11.48,1.69,0.731,0.071,,153362,B-21 4476
83193,17,0,9.1,-68,45,41.2,9.35,32.73,2.6,1.164,0.003,17002-6846,152653,
83195,17,0,9.2,-26,57,13.8,9.73,22.34,1.83,0.942,0.003,,,
83204,17,0,16.3,10,49,23,7.38,23.41,0.92,0.594,0.008,,153627,B+11 3086
83217,17,0,26.9,-87,12,9.8,9.41,20.11,1.03,0.798,0.015,,147092,
83222,17,0,28.9,45,46,43.1,7.48,22.97,0.65,0.52,0.009,,153970,B+45 2480
83226,17,0,30.3,-51,15,16.2,10.05,14.25,1.98,0.766,0.003,,,
83227,17,0,31.1,-33,6,10,8.63,6.88,1.34,0.527,0.021,,153366,
83237,17,0,39,55,32,29.3,9.09,9.24,0.81,0.544,0.024,,154141,B+55 1896
83239,17,0,40.4,-27,47,32.4,8.18,21.37,1.16,0.567,0.018,,153421,
83241,17,0,45.9,-30,30,58.2,8.78,12.75,1.28,0.613,0.025,,153423,
83246,17,0,54.1,-28,23,57,8.22,11.34,2.3,0.59,0.027,17009-2824,153483,
83247,17,0,54.7,-76,13,6,6.93,17.67,0.67,0.532,0.003,,152260,
83248,17,0,54.9,35,28,17.7,8.66,9.8,0.8,0.462,0.015,,153929,B+35 2901
83251,17,0,55.9,-31,46,38.9,8.92,13.95,1.45,0.566,0.046,,153441,
83259,17,1,1.7,48,57,43.5,8.88,5.82,0.72,0.536,0.015,,154114,B+49 2575
83265,17,1,6,57,6,49.5,8.35,10.02,0.68,0.76,0.014,,154255,B+57 1726
83288,17,1,16.8,-43,38,36.3,9.07,15.38,1.8,0.758,0.033,,153383,
83305,17,1,31.1,58,33,23,7.28,15.82,0.54,0.523,0.001,,154355,B+58 1693
83326,17,1,49.5,32,17,48.7,9.08,7.52,1.07,0.549,0.022,,,B+32 2833
83332,17,1,51.1,82,18,26.3,9.43,8.75,0.93,0.387,0.038,,,B+82 507
83341,17,1,55.3,7,39,31,7.99,15.77,1.02,0.504,0.014,,153915,B+ 7 3291
83343,17,1,59.9,22,56,8.7,8.77,34.38,1.33,1.007,0.016,,,B+23 3035
83363,17,2,16.3,-61,34,5.2,8.74,39.32,1.33,1.035,0.015,,153284,
83373,17,2,22.9,-11,53,36.7,8.98,28.24,1.59,0.89,0.015,17024-1154,153851,B-11 4280
83376,17,2,26.1,-11,54,3.5,10.28,9.3,2.22,0.658,0.02,17024-1154,,B-11 4281
83380,17,2,28.2,-56,40,46,7.46,11.74,0.89,0.583,0.001,,153386,
83381,17,2,29.7,-46,35,5.8,8.61,7.85,1.17,0.591,0.026,,153552,
83386,17,2,32.7,44,45,26,9.87,4.96,1.01,0.541,0.058,,,B+44 2645
83389,17,2,36.3,47,4,47.3,6.76,55.37,0.55,0.728,0.005,,154345,B+47 2420
83398,17,2,42,44,38,12.4,8.51,15.03,0.8,0.666,0.018,,154325,B+44 2646
83412,17,2,55.2,25,38,20.9,8.66,9,1.11,0.66,0.015,,154183,B+25 3187
83415,17,2,59.8,-43,7,11.2,9.45,23.56,1.72,0.849,0.041,,153713,
83435,17,3,10.5,14,30,42.4,6.52,27.58,0.79,0.77,0.006,,154160,B+14 3180
83443,17,3,15.7,-16,33,17.8,9.25,13.46,1.56,0.533,0.015,,153959,B-16 4398
83458,17,3,25.5,9,1,28.8,8.18,13.5,1.08,0.602,0.015,,154144,B+ 9 3317
83460,17,3,28.7,-46,27,15,8.87,10.77,3.04,0.586,0.03,17035-4627,153749,
83471,17,3,35.6,-40,39,39.4,10.19,10.77,2.13,0.734,0.058,,326748,
83473,17,3,36,-70,18,0.5,8.4,9.29,1.06,0.475,0.008,,153142,
83492,17,3,52,-14,17,0.1,9.09,8.78,1.67,0.685,0.029,,154067,B-14 4528
83500,17,3,56.8,62,12,25.3,8.85,17.48,0.79,0.584,0.02,,,B+62 1527
83503,17,3,57.6,47,6,25.1,9.94,6.56,0.98,0.721,0.051,,,B+47 2423
83520,17,4,8.9,38,12,50.3,9.03,8.15,0.87,0.568,0.02,,,B+38 2879
83522,17,4,9.7,-30,39,33.4,9.67,11.38,1.47,0.701,0.052,,154022,
83532,17,4,19.1,70,18,13.8,8.26,9.36,0.67,0.417,0.015,,155262,B+70 908
83538,17,4,26.3,-17,20,6.5,9.54,9.47,1.42,0.568,0.015,,154146,B-17 4699
83541,17,4,27.7,-28,34,55.3,6.59,55.31,0.89,0.814,0.034,,154088,
83547,17,4,30.7,-43,18,33.9,7.39,19.28,1.26,0.565,0.011,,153950,
83562,17,4,39.1,-59,52,54,9.15,13.34,1.37,0.667,0.024,,153696,
83578,17,4,52.7,-27,22,59.2,8.9,13.19,1.37,0.608,0.029,,154166,
83585,17,4,59.8,-64,3,29.3,9.53,10.67,1.45,0.645,0.023,,153645,
83598,17,5,13,-41,13,54.5,8.45,10.19,2.43,0.524,0.016,17052-4114,154091,
83610,17,5,21.1,52,11,38.2,8.6,11.92,0.73,0.576,0.018,,234383,B+52 2024
83620,17,5,23.7,6,24,9.6,10.05,11.01,1.96,0.572,0.058,,,B+ 6 3347
83621,17,5,24.1,-47,42,3.6,9.26,8.27,1.45,0.583,0.028,,154044,
83645,17,5,43.8,54,19,42.3,9.65,5.37,0.93,0.427,0.047,,234387,B+54 1858
83646,17,5,45.8,-36,32,48.7,8.82,14.92,1.24,0.52,0.019,,154232,
83648,17,5,47.5,53,45,2.6,8.28,11.64,0.67,0.46,0.015,,154956,B+53 1918
83654,17,5,52.1,58,55,40.5,8.65,23.29,0.79,0.793,0.02,,155069,B+59 1787
83657,17,5,53.7,-28,17,22.1,9.22,4.95,1.36,0.59,0.027,,154332,
83660,17,5,57,52,1,57.3,8.33,12.58,0.7,0.553,0.016,,234386,B+52 2026
83664,17,6,0.2,75,6,12.5,7.38,20.28,0.57,0.593,0.015,,155859,B+75 616
83667,17,6,7.1,-53,0,2.6,9.45,6.23,1.57,0.559,0.037,,154076,
83673,17,6,5.2,45,0,24.3,8.05,9.8,0.69,0.43,0.014,,154887,B+45 2491
83676,17,6,8.2,-6,10,1.5,8.8,32.81,1.37,1.015,0.015,,154518,B- 5 4401
83683,17,6,11.5,39,32,51.9,9.16,12.73,0.9,0.598,0.026,,,B+39 3078
83691,17,6,18,12,36,23.5,8.53,23.54,1.11,0.75,0.02,,154656,B+12 3148
83698,17,6,21.9,20,13,39.1,8.41,11.64,1.05,0.491,0.014,,154714,B+20 3396
83700,17,6,22.4,27,30,58.7,9.7,10.44,1.47,0.672,0.032,,,B+27 2759
83701,17,6,23.2,-37,6,4.9,7.82,18.86,1.05,0.506,0.015,,154337,
83707,17,6,28.9,-47,50,44.5,8.6,16.46,1.42,0.64,0.024,,154221,
83709,17,6,29.2,-39,18,18.2,7.95,13.18,1.1,0.558,0.015,,154312,
83719,17,6,39,7,46,57.8,9.1,7.99,1.37,0.551,0.02,,154676,B+ 7 3302
83720,17,6,40,-47,51,6.6,9.14,7.12,1.57,0.627,0.038,,154249,
83729,17,6,45,-7,49,28.9,10.27,14.74,3.86,1.085,0.015,17068-0749,,B- 7 4396
83736,17,6,50.3,-2,17,9.7,9.25,12.77,1.53,0.686,0.028,,154637,B- 2 4302
83751,17,7,2.5,-84,39,55.2,8.67,15.32,0.8,0.594,0.014,,150996,
83753,17,7,3.5,25,20,9.3,10.15,11.23,1.77,0.871,0.04,,,B+25 3200
83761,17,7,6.6,-19,30,20.6,8.99,15.26,1.31,0.716,0.027,,154584,B-19 4524
83766,17,7,10.5,-34,30,54.6,9.85,8.99,1.6,0.631,0.043,,154471,
83767,17,7,10.9,12,7,33.6,7.47,16.31,0.88,0.448,0.014,,154796,B+12 3152
83770,17,7,14.3,-2,52,0.3,7.83,29.68,1.16,0.735,0.011,,154697,B- 2 4304
83778,17,7,21.8,-72,34,31.6,8.12,10.39,1.78,0.506,0.009,17074-7235,153620,
83779,17,7,22.2,-35,53,33.9,8.16,13.01,1.24,0.494,0.012,,154502,
83781,17,7,22.7,-72,34,51.7,11.41,10.39,1.78,0.77,0.114,17074-7235,,
83783,17,7,25.5,-43,50,13.1,9.2,10.5,1.79,0.593,0.033,,154424,
83795,17,7,30.5,-12,44,33.5,8.86,8.75,1.45,0.671,0.026,,154698,B-12 4665
83796,17,7,30.7,3,58,23.3,8.03,9.61,1.11,0.473,0.015,,154797,B+ 4 3335
83797,17,7,31.3,-48,14,53.6,9.42,35.65,1.69,1.111,0.005,,154387,
83810,17,7,41.3,15,12,37.6,7.89,9.83,0.98,0.479,0.01,,154892,B+15 3116
83811,17,7,42.2,35,56,49.1,10.51,10.05,2.35,0.575,0.072,17077+3557,,
83827,17,7,55.9,32,6,20.1,7.21,27.68,0.71,0.562,0.007,,155060,B+32 2852
83829,17,7,59,52,19,3.9,8.7,7.64,0.74,0.537,0.019,,234395,B+52 2028
83840,17,8,2.6,-25,8,35.4,9.6,6.49,1.71,0.812,0.043,,154702,
83843,17,8,5.1,-41,15,20.5,8.76,6.37,1.5,0.565,0.018,,154550,
83846,17,8,7.4,-41,43,23.5,8.3,44.44,1.52,1.051,0.007,,154590,
83863,17,8,21.4,4,25,29.9,7.25,18.21,0.97,0.623,0.012,,154931,B+ 4 3336
83874,17,8,32.7,-36,38,34.2,7.68,21.84,1.08,0.617,0.015,,154682,
83875,17,8,33.3,-23,13,37.9,8.73,17.3,1.27,0.616,0.018,,154805,
83877,17,8,35.5,-46,53,35.3,9.69,12.37,1.52,0.712,0.045,,154593,
83884,17,8,41.4,72,21,56.3,10.09,4.34,0.97,0.461,0.054,,,B+72 769
83885,17,8,41.8,49,45,19.9,9.32,5.84,1.44,0.654,0.039,17087+4945,,B+49 2588
83894,17,8,46.7,-55,29,28.2,9.45,9.77,1.51,0.689,0.043,,154487,
83899,17,8,49.2,33,12,56.7,8.63,14.61,0.95,0.562,0.017,,,B+33 2834
83919,17,9,2.2,69,6,15,8.38,10.26,0.73,0.465,0.015,,155952,B+69 895
83926,17,9,15.2,-24,21,40.3,10.02,10.14,2.03,0.466,0.064,,,
83930,17,9,19.9,-15,12,7.8,9.84,9.48,1.72,0.597,0.02,,,B-15 4462
83934,17,9,22.5,-53,23,29.6,8.95,14.59,1.55,0.58,0.028,,154608,
83941,17,9,26.6,-35,23,28,10.7,26.41,2.15,1.294,0.011,,,
83942,17,9,27.1,22,5,31,7.03,15.38,0.83,0.539,0.004,,155228,B+22 3086
83950,17,9,35.6,38,17,36.3,7.37,11.71,0.61,0.466,0.008,,155394,B+38 2891
83951,17,9,37.7,23,34,40.3,7.89,8.59,0.98,0.465,0.015,,155286,B+23 3058
83953,17,9,41.1,10,2,20.5,7,16.29,0.88,0.561,0.003,,155193,B+10 3153
83970,17,9,50.4,-45,38,12.2,8.14,14.97,1.08,0.5,0.015,,154810,
83980,17,10,2.8,2,23,3.3,10.22,15.52,1.65,0.901,0.065,,,
83983,17,10,4.8,-56,26,56.3,8.21,15.2,1.11,0.713,0.013,,154672,
83985,17,10,8.2,-29,58,23.4,9.5,14.73,1.49,0.767,0.039,,154994,
83992,17,10,11,-40,26,28.8,9.49,6.03,1.54,0.589,0.033,,154912,
83997,17,10,13.3,-13,51,38.8,9.07,10.6,1.33,0.585,0.023,,155106,B-13 4553
84007,17,10,20.3,-23,42,20.4,10.38,10.51,1.95,0.71,0.015,,,
84009,17,10,20.7,46,54,2.7,9.63,6.45,1.05,0.48,0.015,,,B+47 2437
84026,17,10,36.7,-10,52,37,8.75,9.56,1.06,0.519,0.023,,155212,B-10 4447
84028,17,10,37.7,24,31,54.7,8.33,26.38,1.11,0.869,0.001,,155456,B+24 3137
84035,17,10,45.2,-74,24,31.7,8.81,12.16,1.75,0.5,0.495,17107-7424,154062,
84037,17,10,45.7,-16,21,18.3,9.61,5.58,1.63,0.677,0.02,,155198,B-16 4431
84043,17,10,54.4,35,31,12.2,9.39,8.03,1.05,0.659,0.028,,,B+35 2925
84048,17,10,57.2,14,55,14.4,8.4,10.24,1.05,0.43,0.02,,155421,B+15 3122
84051,17,10,59.3,-52,30,57.2,10.05,79.53,1.82,1.457,0.005,,,
84055,17,11,3.4,-31,34,58.1,9.27,9.32,1.33,0.623,0.03,,155128,
84065,17,11,10.8,-47,49,54.1,9.01,9.18,1.54,0.579,0.03,,154981,
84068,17,11,12.1,30,57,22.2,8.1,11.87,0.81,0.485,0.015,,155579,B+31 2979
84069,17,11,15.6,-56,40,50.4,7.24,14.59,0.91,0.699,0.001,,154857,
84081,17,11,22.3,57,53,16.9,9.68,5.1,0.98,0.54,0.038,,238663,B+58 1706
84082,17,11,22.6,4,41,25,6.77,22.83,0.84,0.569,0.004,,155423,B+ 4 3349
84122,17,11,51.7,0,59,3.2,8.08,15.7,1.2,0.526,0.014,,155467,B- 0 3239
84123,17,11,52.5,-1,51,3.5,11.45,92.58,5.11,1.6,0.015,17119-0151,,
84128,17,11,54.6,-46,11,39.9,8.15,10.09,1.18,0.573,0.016,,155115,
84131,17,11,56.6,-29,28,27.8,9.29,11.12,1.57,0.619,0.027,,155310,
84135,17,12,3.6,-21,47,27.4,8.53,9.48,1.3,0.677,0.021,,155378,B-21 4543
84136,17,12,5.7,75,11,18.4,9.1,5.96,0.75,0.376,0.02,,,B+75 618
84138,17,12,6.5,25,14,56.2,8.5,13.34,1.41,0.53,0.015,17121+2515,155675,B+25 3212
84140,17,12,7.6,45,40,11.4,9.31,158.17,3.26,1.485,0.028,17121+4540,155876,B+45 2505
84152,17,12,17.7,-43,29,40.1,8.55,11.34,1.17,0.726,0.03,,155221,
84154,17,12,19.4,-20,59,28.3,9.58,5.85,1.61,0.648,0.04,,155429,B-20 4665
84159,17,12,20.1,45,19,59.9,9.2,11.71,0.96,0.604,0.033,,155920,B+45 2506
84161,17,12,20.4,-11,36,40.9,9.77,10.21,1.42,0.534,0.04,,155487,B-11 4316
